262.15232968330383,0.00037551485002040863,0.013888888888888888,0.001,80,20,10,"[64, 32, 16, 8]"
321.7817780971527,0.000211893959203735,0.013888888888888888,0.001,80,10,10,"[64, 32, 16, 8]"
352.7646744251251,0.00020557096286211163,0.013888888888888888,0.001,80,5,10,"[64, 32, 16, 8]"
295.79825091362,0.0002783458912745118,0.013888888888888888,0.001,100,20,10,"[64, 32, 16, 8]"
1655.6135802268982,0.00013643191778101027,0.05555555555555555,0.001,100,20,10,"[256, 128, 64, 32]"
420.2932143211365,0.00021426109015010297,0.013888888888888888,0.001,100,10,10,"[64, 32, 16, 8]"
354.25691413879395,0.0007442042697221041,0.006944444444444444,0.001,100,5,10,"[32, 16, 8, 4]"
578.3433043956757,0.00015374850772786885,0.013888888888888888,0.001,100,5,10,"[64, 32, 16, 8]"
406.7704613208771,0.0008772486471571028,0.006944444444444444,0.001,200,20,10,"[32, 16, 8, 4]"
614.4056434631348,0.00015806393639650196,0.013888888888888888,0.001,200,20,10,"[64, 32, 16, 8]"
762.8942182064056,0.0002495311782695353,0.05555555555555555,0.001,200,20,10,"[256, 128, 64, 32]"
489.9598174095154,0.0007099360227584839,0.006944444444444444,0.001,200,10,10,"[32, 16, 8, 4]"
712.1410031318665,0.00013564740947913378,0.013888888888888888,0.001,200,10,10,"[64, 32, 16, 8]"
478.52043080329895,0.0006877900450490415,0.006944444444444444,0.001,200,5,10,"[32, 16, 8, 4]"
417.22445607185364,0.00018863451259676367,0.013888888888888888,0.001,200,5,10,"[64, 32, 16, 8]"
1300.5589611530304,0.0003028242208529264,0.05555555555555555,0.0001,80,20,10,"[256, 128, 64, 32]"
1452.6787066459656,0.00021396778174676,0.05555555555555555,0.0001,80,10,10,"[256, 128, 64, 32]"
1635.9976558685303,0.00016759999562054873,0.05555555555555555,0.0001,80,5,10,"[256, 128, 64, 32]"
1672.9426934719086,0.0002704195212572813,0.05555555555555555,0.0001,100,20,10,"[256, 128, 64, 32]"
